timestamp, utilization.gpu [%], power.draw [W], temperature.gpu [C]
2025/07/30 15:04:08.570, 100, 351.59, 65
2025/07/30 15:04:09.615, 100, 351.17, 65
2025/07/30 15:04:10.659, 100, 351.21, 65
2025/07/30 15:04:11.720, 100, 353.86, 65
2025/07/30 15:04:12.760, 100, 351.85, 65
2025/07/30 15:04:13.801, 100, 351.85, 65
2025/07/30 15:04:14.825, 100, 350.54, 65
2025/07/30 15:04:15.865, 100, 341.99, 65
2025/07/30 15:04:16.911, 100, 351.39, 65
2025/07/30 15:04:17.953, 100, 351.98, 65
2025/07/30 15:04:18.998, 100, 351.17, 65
2025/07/30 15:04:20.065, 100, 355.13, 65
2025/07/30 15:04:21.115, 100, 351.39, 65
2025/07/30 15:04:22.157, 100, 351.11, 64
2025/07/30 15:04:23.205, 100, 350.43, 64
2025/07/30 15:04:24.248, 100, 342.42, 65
2025/07/30 15:04:25.288, 100, 351.32, 65
2025/07/30 15:04:26.350, 100, 349.71, 64
2025/07/30 15:04:27.392, 100, 349.88, 64
2025/07/30 15:04:28.436, 100, 354.19, 65
2025/07/30 15:04:29.477, 100, 352.04, 65
2025/07/30 15:04:30.540, 100, 351.15, 64
2025/07/30 15:04:31.613, 100, 350.19, 64
2025/07/30 15:04:32.659, 100, 352.33, 64
2025/07/30 15:04:33.722, 100, 350.08, 64
2025/07/30 15:04:34.766, 100, 349.99, 64
2025/07/30 15:04:35.810, 100, 348.81, 64
2025/07/30 15:04:36.880, 100, 348.60, 64
2025/07/30 15:04:37.922, 100, 350.01, 64
2025/07/30 15:04:38.964, 100, 349.86, 64
2025/07/30 15:04:40.004, 100, 349.77, 64
2025/07/30 15:04:41.045, 100, 342.70, 64
2025/07/30 15:04:42.110, 100, 348.74, 64
2025/07/30 15:04:43.154, 100, 349.81, 64
2025/07/30 15:04:44.218, 100, 349.53, 64
2025/07/30 15:04:45.280, 100, 346.54, 64
2025/07/30 15:04:46.324, 100, 350.08, 64
2025/07/30 15:04:47.384, 100, 349.95, 64
2025/07/30 15:04:48.427, 100, 350.05, 64
