timestamp, utilization.gpu [%], power.draw [W], temperature.gpu [C]
2025/07/30 14:48:35.681, 100, 354.35, 63
2025/07/30 14:48:36.725, 100, 350.64, 63
2025/07/30 14:48:37.770, 100, 348.79, 63
2025/07/30 14:48:38.814, 100, 344.74, 63
2025/07/30 14:48:39.878, 100, 347.29, 63
2025/07/30 14:48:40.926, 100, 350.30, 63
2025/07/30 14:48:41.969, 100, 349.71, 63
2025/07/30 14:48:42.994, 100, 337.58, 63
2025/07/30 14:48:44.060, 100, 352.02, 63
2025/07/30 14:48:45.103, 100, 350.12, 63
2025/07/30 14:48:46.166, 100, 350.41, 63
2025/07/30 14:48:47.210, 100, 347.20, 63
2025/07/30 14:48:48.274, 100, 354.28, 63
2025/07/30 14:48:49.318, 100, 349.15, 63
2025/07/30 14:48:50.362, 100, 350.10, 63
2025/07/30 14:48:51.427, 100, 355.88, 63
2025/07/30 14:48:52.490, 100, 352.15, 63
2025/07/30 14:48:53.553, 100, 351.11, 63
2025/07/30 14:48:54.598, 100, 351.63, 63
2025/07/30 14:48:55.623, 100, 341.57, 63
2025/07/30 14:48:56.667, 100, 351.82, 63
2025/07/30 14:48:57.710, 100, 350.58, 63
2025/07/30 14:48:58.754, 100, 350.27, 63
2025/07/30 14:48:59.780, 100, 343.46, 63
2025/07/30 14:49:00.821, 100, 352.21, 63
2025/07/30 14:49:01.861, 100, 349.50, 63
2025/07/30 14:49:02.921, 100, 350.48, 63
2025/07/30 14:49:03.984, 100, 356.70, 63
2025/07/30 14:49:05.033, 100, 351.40, 63
2025/07/30 14:49:06.077, 100, 351.63, 63
2025/07/30 14:49:07.122, 100, 350.60, 63
2025/07/30 14:49:08.171, 100, 340.77, 63
2025/07/30 14:49:09.195, 100, 351.06, 63
2025/07/30 14:49:10.240, 100, 351.45, 63
2025/07/30 14:49:11.282, 100, 350.74, 63
2025/07/30 14:49:12.325, 100, 341.70, 63
2025/07/30 14:49:13.370, 100, 350.14, 63
2025/07/30 14:49:14.415, 100, 350.01, 63
2025/07/30 14:49:15.458, 100, 350.73, 63
2025/07/30 14:49:16.502, 100, 353.87, 63
2025/07/30 14:49:17.526, 100, 351.19, 63
2025/07/30 14:49:18.551, 100, 350.56, 63
2025/07/30 14:49:19.613, 100, 350.43, 63
2025/07/30 14:49:20.674, 100, 349.74, 63
2025/07/30 14:49:21.718, 100, 350.01, 63
2025/07/30 14:49:22.766, 100, 349.13, 63
